context_word1,context_word2,target_word
a,traveller,s
traveller,s,methodic
s,methodic,pace
methodic,pace,as
pace,as,before
as,before,the
before,the,attentive
the,attentive,ship
attentive,ship,having
ship,having,descried
having,descried,the
descried,the,whole
the,whole,fight
whole,fight,again
fight,again,came
again,came,bearing
came,bearing,down
bearing,down,to
down,to,the
to,the,rescue
the,rescue,and
rescue,and,dropping
and,dropping,a
dropping,a,boat
a,boat,picked
boat,picked,up
picked,up,the
up,the,floating
the,floating,mariners
floating,mariners,tubs
mariners,tubs,oars
tubs,oars,and
oars,and,whatever
and,whatever,else
whatever,else,could
else,could,be
could,be,caught
be,caught,at
caught,at,and
at,and,safely
and,safely,landed
safely,landed,them
landed,them,on
them,on,her
on,her,decks
her,decks,some
decks,some,sprained
some,sprained,shoulders
sprained,shoulders,wrists
shoulders,wrists,and
wrists,and,ankles
and,ankles,livid
ankles,livid,contusions
livid,contusions,wrenched
contusions,wrenched,harpoons
wrenched,harpoons,and
harpoons,and,lances
and,lances,inextricable
lances,inextricable,intricacies
inextricable,intricacies,of
intricacies,of,rope
of,rope,shattered
rope,shattered,oars
shattered,oars,and
oars,and,planks
and,planks,all
planks,all,these
all,these,were
these,were,there
were,there,but
there,but,no
but,no,fatal
no,fatal,or
fatal,or,even
or,even,serious
even,serious,ill
serious,ill,seemed
ill,seemed,to
seemed,to,have
to,have,befallen
have,befallen,any
befallen,any,one
any,one,as
one,as,with
as,with,fedallah
with,fedallah,the
fedallah,the,day
the,day,before
day,before,so
before,so,ahab
so,ahab,was
ahab,was,now
was,now,found
now,found,grimly
found,grimly,clinging
grimly,clinging,to
clinging,to,his
to,his,boat
his,boat,s
boat,s,broken
s,broken,half
broken,half,which
half,which,afforded
which,afforded,a
afforded,a,comparatively
a,comparatively,easy
comparatively,easy,float
easy,float,nor
float,nor,did
nor,did,it
did,it,so
it,so,exhaust
so,exhaust,him
exhaust,him,as
him,as,the
as,the,previous
the,previous,day
previous,day,s
day,s,mishap
s,mishap,but
mishap,but,when
but,when,he
when,he,was
he,was,helped
was,helped,to
helped,to,the
to,the,deck
the,deck,all
deck,all,eyes
all,eyes,were
eyes,were,fastened
were,fastened,upon
fastened,upon,him
upon,him,as
him,as,instead
as,instead,of
instead,of,standing
of,standing,by
standing,by,himself
by,himself,he
himself,he,still
he,still,half
still,half,hung
half,hung,upon
hung,upon,the
upon,the,shoulder
the,shoulder,of
shoulder,of,starbuck
of,starbuck,who
starbuck,who,had
who,had,thus
had,thus,far
thus,far,been
far,been,the
been,the,foremost
the,foremost,to
foremost,to,assist
to,assist,him
assist,him,his
him,his,ivory
his,ivory,leg
ivory,leg,had
leg,had,been
had,been,snapped
been,snapped,off
snapped,off,leaving
off,leaving,but
leaving,but,one
but,one,short
one,short,sharp
short,sharp,splinter
sharp,splinter,aye
splinter,aye,aye
aye,aye,starbuck
aye,starbuck,tis
starbuck,tis,sweet
tis,sweet,to
sweet,to,lean
to,lean,sometimes
lean,sometimes,be
sometimes,be,the
be,the,leaner
the,leaner,who
leaner,who,he
who,he,will
he,will,and
will,and,would
and,would,old
would,old,ahab
old,ahab,had
ahab,had,leaned
had,leaned,oftener
leaned,oftener,than
oftener,than,he
than,he,has
he,has,the
has,the,ferrule
the,ferrule,has
ferrule,has,not
has,not,stood
not,stood,sir
stood,sir,said
sir,said,the
said,the,carpenter
the,carpenter,now
carpenter,now,coming
now,coming,up
coming,up,i
up,i,put
i,put,good
put,good,work
good,work,into
work,into,that
into,that,leg
that,leg,but
leg,but,no
but,no,bones
no,bones,broken
bones,broken,sir
broken,sir,i
sir,i,hope
i,hope,said
hope,said,stubb
said,stubb,with
stubb,with,true
with,true,concern
true,concern,aye
concern,aye,and
aye,and,all
and,all,splintered
all,splintered,to
splintered,to,pieces
to,pieces,stubb
pieces,stubb,d
stubb,d,ye
d,ye,see
ye,see,it
see,it,but
it,but,even
but,even,with
even,with,a
with,a,broken
a,broken,bone
broken,bone,old
bone,old,ahab
old,ahab,is
ahab,is,untouched
is,untouched,and
untouched,and,i
and,i,account
i,account,no
account,no,living
no,living,bone
living,bone,of
bone,of,mine
of,mine,one
mine,one,jot
one,jot,more
jot,more,me
more,me,than
me,than,this
than,this,dead
this,dead,one
dead,one,that
one,that,s
that,s,lost
s,lost,nor
lost,nor,white
nor,white,whale
white,whale,nor
whale,nor,man
nor,man,nor
man,nor,fiend
nor,fiend,can
fiend,can,so
can,so,much
so,much,as
much,as,graze
as,graze,old
graze,old,ahab
old,ahab,in
ahab,in,his
in,his,own
his,own,proper
own,proper,and
proper,and,inaccessible
and,inaccessible,being
inaccessible,being,can
being,can,any
can,any,lead
any,lead,touch
lead,touch,yonder
touch,yonder,floor
yonder,floor,any
floor,any,mast
any,mast,scrape
mast,scrape,yonder
scrape,yonder,roof
yonder,roof,aloft
roof,aloft,there
aloft,there,which
there,which,way
which,way,dead
way,dead,to
dead,to,leeward
to,leeward,sir
leeward,sir,up
sir,up,helm
up,helm,then
helm,then,pile
then,pile,on
pile,on,the
on,the,sail
the,sail,again
sail,again,ship
again,ship,keepers
ship,keepers,down
keepers,down,the
down,the,rest
the,rest,of
rest,of,the
of,the,spare
the,spare,boats
spare,boats,and
boats,and,rig
and,rig,them
rig,them,mr
them,mr,starbuck
mr,starbuck,away
starbuck,away,and
away,and,muster
and,muster,the
muster,the,boat
the,boat,s
boat,s,crews
s,crews,let
crews,let,me
let,me,first
me,first,help
first,help,thee
help,thee,towards
thee,towards,the
towards,the,bulwarks
the,bulwarks,sir
bulwarks,sir,oh
sir,oh,oh
oh,oh,oh
oh,oh,how
oh,how,this
how,this,splinter
this,splinter,gores
splinter,gores,me
gores,me,now
me,now,accursed
now,accursed,fate
accursed,fate,that
fate,that,the
that,the,unconquerable
the,unconquerable,captain
unconquerable,captain,in
captain,in,the
in,the,soul
the,soul,should
soul,should,have
should,have,such
have,such,a
such,a,craven
a,craven,mate
craven,mate,sir
mate,sir,my
sir,my,body
my,body,man
body,man,not
man,not,thee
not,thee,give
thee,give,me
give,me,something
me,something,for
something,for,a
for,a,cane
a,cane,there
cane,there,that
there,that,shivered
that,shivered,lance
shivered,lance,will
lance,will,do
will,do,muster
do,muster,the
muster,the,men
the,men,surely
men,surely,i
surely,i,have
i,have,not
have,not,seen
not,seen,him
seen,him,yet
him,yet,by
yet,by,heaven
by,heaven,it
heaven,it,cannot
it,cannot,be
cannot,be,missing
be,missing,quick
missing,quick,call
quick,call,them
call,them,all
them,all,the
all,the,old
the,old,man
old,man,s
man,s,hinted
s,hinted,thought
hinted,thought,was
thought,was,true
was,true,upon
true,upon,mustering
upon,mustering,the
mustering,the,company
the,company,the
company,the,parsee
the,parsee,was
parsee,was,not
was,not,there
not,there,the
there,the,parsee
the,parsee,cried
parsee,cried,stubb
cried,stubb,he
stubb,he,must
he,must,have
must,have,been
have,been,caught
been,caught,in
caught,in,the
in,the,black
the,black,vomit
black,vomit,wrench
vomit,wrench,thee
wrench,thee,run
thee,run,all
run,all,of
all,of,ye
of,ye,above
ye,above,alow
above,alow,cabin
alow,cabin,forecastle
cabin,forecastle,find
forecastle,find,him
find,him,not
him,not,gone
not,gone,not
gone,not,gone
not,gone,but
gone,but,quickly
but,quickly,they
quickly,they,returned
they,returned,to
returned,to,him
to,him,with
him,with,the
with,the,tidings
the,tidings,that
tidings,that,the
that,the,parsee
the,parsee,was
parsee,was,nowhere
was,nowhere,to
nowhere,to,be
to,be,found
be,found,aye
found,aye,sir
aye,sir,said
sir,said,stubb
said,stubb,caught
stubb,caught,among
caught,among,the
among,the,tangles
the,tangles,of
tangles,of,your
of,your,line
your,line,i
line,i,thought
i,thought,i
thought,i,saw
i,saw,him
saw,him,dragging
him,dragging,under
dragging,under,my
under,my,line
my,line,my
line,my,line
my,line,gone
line,gone,gone
gone,gone,what
gone,what,means
what,means,that
means,that,little
that,little,word
little,word,what
word,what,death
what,death,knell
death,knell,rings
knell,rings,in
rings,in,it
in,it,that
it,that,old
that,old,ahab
old,ahab,shakes
ahab,shakes,as
shakes,as,if
as,if,he
if,he,were
he,were,the
were,the,belfry
the,belfry,the
belfry,the,harpoon
the,harpoon,too
harpoon,too,toss
too,toss,over
toss,over,the
over,the,litter
the,litter,there
litter,there,d
there,d,ye
d,ye,see
ye,see,it
see,it,the
it,the,forged
the,forged,iron
forged,iron,men
iron,men,the
men,the,white
the,white,whale
white,whale,s
whale,s,no
s,no,no
no,no,no
no,no,blistered
no,blistered,fool
blistered,fool,this
fool,this,hand
this,hand,did
hand,did,dart
did,dart,it
dart,it,tis
it,tis,in
tis,in,the
in,the,fish
the,fish,aloft
fish,aloft,there
aloft,there,keep
there,keep,him
keep,him,nailed
him,nailed,quick
nailed,quick,all
quick,all,hands
all,hands,to
hands,to,the
to,the,rigging
the,rigging,of
rigging,of,the
of,the,boats
the,boats,collect
boats,collect,the
collect,the,oars
the,oars,harpooneers
oars,harpooneers,the
harpooneers,the,irons
the,irons,the
irons,the,irons
the,irons,hoist
irons,hoist,the
hoist,the,royals
the,royals,higher
royals,higher,a
higher,a,pull
a,pull,on
pull,on,all
on,all,the
all,the,sheets
the,sheets,helm
sheets,helm,there
helm,there,steady
there,steady,steady
steady,steady,for
steady,for,your
for,your,life
your,life,i
life,i,ll
i,ll,ten
ll,ten,times
ten,times,girdle
times,girdle,the
girdle,the,unmeasured
the,unmeasured,globe
unmeasured,globe,yea
globe,yea,and
yea,and,dive
and,dive,straight
dive,straight,through
straight,through,it
through,it,but
it,but,i
but,i,ll
i,ll,slay
ll,slay,him
slay,him,yet
him,yet,great
yet,great,god
great,god,but
god,but,for
but,for,one
for,one,single
one,single,instant
single,instant,show
instant,show,thyself
show,thyself,cried
thyself,cried,starbuck
cried,starbuck,never
starbuck,never,never
never,never,wilt
never,wilt,thou
wilt,thou,capture
thou,capture,him
capture,him,old
him,old,man
old,man,in
man,in,jesus
in,jesus,name
jesus,name,no
name,no,more
no,more,of
more,of,this
of,this,that
this,that,s
that,s,worse
s,worse,than
worse,than,devil
than,devil,s
devil,s,madness
s,madness,two
madness,two,days
two,days,chased
days,chased,twice
chased,twice,stove
twice,stove,to
stove,to,splinters
to,splinters,thy
splinters,thy,very
thy,very,leg
very,leg,once
leg,once,more
once,more,snatched
more,snatched,from
snatched,from,under
from,under,thee
under,thee,thy
thee,thy,evil
thy,evil,shadow
evil,shadow,gone
shadow,gone,all
gone,all,good
all,good,angels
good,angels,mobbing
angels,mobbing,thee
mobbing,thee,with
thee,with,warnings
with,warnings,what
warnings,what,more
what,more,wouldst
more,wouldst,thou
wouldst,thou,have
thou,have,shall
have,shall,we
shall,we,keep
we,keep,chasing
keep,chasing,this
chasing,this,murderous
this,murderous,fish
murderous,fish,till
fish,till,he
till,he,swamps
he,swamps,the
swamps,the,last
the,last,man
last,man,shall
man,shall,we
shall,we,be
we,be,dragged
be,dragged,by
dragged,by,him
by,him,to
him,to,the
to,the,bottom
the,bottom,of
bottom,of,the
of,the,sea
the,sea,shall
sea,shall,we
shall,we,be
we,be,towed
be,towed,by
towed,by,him
by,him,to
him,to,the
to,the,infernal
the,infernal,world
infernal,world,oh
world,oh,oh
oh,oh,impiety
oh,impiety,and
impiety,and,blasphemy
and,blasphemy,to
blasphemy,to,hunt
to,hunt,him
hunt,him,more
him,more,starbuck
more,starbuck,of
starbuck,of,late
of,late,i
late,i,ve
i,ve,felt
ve,felt,strangely
felt,strangely,moved
strangely,moved,to
moved,to,thee
to,thee,ever
thee,ever,since
ever,since,that
since,that,hour
that,hour,we
hour,we,both
we,both,saw
both,saw,thou
saw,thou,know
thou,know,st
know,st,what
st,what,in
what,in,one
in,one,another
one,another,s
another,s,eyes
s,eyes,but
eyes,but,in
but,in,this
in,this,matter
this,matter,of
matter,of,the
of,the,whale
the,whale,be
whale,be,the
be,the,front
the,front,of
front,of,thy
of,thy,face
thy,face,to
face,to,me
to,me,as
me,as,the
as,the,palm
the,palm,of
palm,of,this
of,this,hand
this,hand,a
hand,a,lipless
a,lipless,unfeatured
lipless,unfeatured,blank
unfeatured,blank,ahab
blank,ahab,is
ahab,is,for
is,for,ever
for,ever,ahab
ever,ahab,man
ahab,man,this
man,this,whole
this,whole,act
whole,act,s
act,s,immutably
s,immutably,decreed
immutably,decreed,twas
decreed,twas,rehearsed
twas,rehearsed,by
rehearsed,by,thee
by,thee,and
thee,and,me
and,me,a
me,a,billion
a,billion,years
billion,years,before
years,before,this
before,this,ocean
this,ocean,rolled
ocean,rolled,fool
rolled,fool,i
fool,i,am
i,am,the
am,the,fates
the,fates,lieutenant
fates,lieutenant,i
lieutenant,i,act
i,act,under
act,under,orders
under,orders,look
orders,look,thou
look,thou,underling
thou,underling,that
underling,that,thou
that,thou,obeyest
thou,obeyest,mine
obeyest,mine,stand
mine,stand,round
stand,round,me
round,me,men
me,men,ye
men,ye,see
ye,see,an
see,an,old
an,old,man
old,man,cut
man,cut,down
cut,down,to
down,to,the
to,the,stump
the,stump,leaning
stump,leaning,on
leaning,on,a
on,a,shivered
a,shivered,lance
shivered,lance,propped
lance,propped,up
propped,up,on
up,on,a
on,a,lonely
a,lonely,foot
lonely,foot,tis
foot,tis,ahab
tis,ahab,his
ahab,his,body
his,body,s
body,s,part
s,part,but
part,but,ahab
but,ahab,s
ahab,s,soul
s,soul,s
soul,s,a
s,a,centipede
a,centipede,that
centipede,that,moves
that,moves,upon
moves,upon,a
upon,a,hundred
a,hundred,legs
hundred,legs,i
legs,i,feel
i,feel,strained
feel,strained,half
strained,half,stranded
half,stranded,as
stranded,as,ropes
as,ropes,that
ropes,that,tow
that,tow,dismasted
tow,dismasted,frigates
dismasted,frigates,in
frigates,in,a
in,a,gale
a,gale,and
gale,and,i
and,i,may
i,may,look
may,look,so
look,so,but
so,but,ere
but,ere,i
ere,i,break
i,break,yell
break,yell,hear
yell,hear,me
hear,me,crack
me,crack,and
crack,and,till
and,till,ye
till,ye,hear
ye,hear,that
hear,that,know
that,know,that
know,that,ahab
that,ahab,s
ahab,s,hawser
s,hawser,tows
hawser,tows,his
tows,his,purpose
his,purpose,yet
purpose,yet,believe
yet,believe,ye
believe,ye,men
ye,men,in
men,in,the
in,the,things
the,things,called
things,called,omens
called,omens,then
omens,then,laugh
then,laugh,aloud
laugh,aloud,and
aloud,and,cry
and,cry,encore
cry,encore,for
encore,for,ere
for,ere,they
ere,they,drown
they,drown,drowning
drown,drowning,things
drowning,things,will
things,will,twice
will,twice,rise
twice,rise,to
rise,to,the
to,the,surface
the,surface,then
surface,then,rise
then,rise,again
rise,again,to
again,to,sink
to,sink,for
sink,for,evermore
for,evermore,so
evermore,so,with
so,with,moby
with,moby,dick
moby,dick,two
dick,two,days
two,days,he
days,he,s
he,s,floated
s,floated,tomorrow
floated,tomorrow,will
tomorrow,will,be
will,be,the
be,the,third
the,third,aye
third,aye,men
aye,men,he
men,he,ll
he,ll,rise
ll,rise,once
rise,once,more
once,more,but
more,but,only
but,only,to
only,to,spout
to,spout,his
spout,his,last
his,last,d
last,d,ye
d,ye,feel
ye,feel,brave
feel,brave,men
brave,men,brave
men,brave,as
brave,as,fearless
as,fearless,fire
fearless,fire,cried
fire,cried,stubb
cried,stubb,and
stubb,and,as
and,as,mechanical
as,mechanical,muttered
mechanical,muttered,ahab
muttered,ahab,then
ahab,then,as
then,as,the
as,the,men
the,men,went
men,went,forward
went,forward,he
forward,he,muttered
he,muttered,on
muttered,on,the
on,the,things
the,things,called
things,called,omens
called,omens,and
omens,and,yesterday
and,yesterday,i
yesterday,i,talked
i,talked,the
talked,the,same
the,same,to
same,to,starbuck
to,starbuck,there
starbuck,there,concerning
there,concerning,my
concerning,my,broken
my,broken,boat
broken,boat,oh
boat,oh,how
oh,how,valiantly
how,valiantly,i
valiantly,i,seek
i,seek,to
seek,to,drive
to,drive,out
drive,out,of
out,of,others
of,others,hearts
others,hearts,what
hearts,what,s
what,s,clinched
s,clinched,so
clinched,so,fast
so,fast,in
fast,in,mine
in,mine,the
mine,the,parsee
the,parsee,the
parsee,the,parsee
the,parsee,gone
parsee,gone,gone
gone,gone,and
gone,and,he
and,he,was
he,was,to
was,to,go
to,go,before
go,before,but
before,but,still
but,still,was
still,was,to
was,to,be
to,be,seen
be,seen,again
seen,again,ere
again,ere,i
ere,i,could
i,could,perish
could,perish,how
perish,how,s
how,s,that
s,that,there
that,there,s
there,s,a
s,a,riddle
a,riddle,now
riddle,now,might
now,might,baffle
might,baffle,all
baffle,all,the
all,the,lawyers
the,lawyers,backed
lawyers,backed,by
backed,by,the
by,the,ghosts
the,ghosts,of
ghosts,of,the
of,the,whole
the,whole,line
whole,line,of
line,of,judges
of,judges,like
judges,like,a
like,a,hawk
a,hawk,s
hawk,s,beak
s,beak,it
beak,it,pecks
it,pecks,my
pecks,my,brain
my,brain,i
brain,i,ll
i,ll,i
ll,i,ll
i,ll,solve
ll,solve,it
solve,it,though
it,though,when
though,when,dusk
when,dusk,descended
dusk,descended,the
descended,the,whale
the,whale,was
whale,was,still
was,still,in
still,in,sight
in,sight,to
sight,to,leeward
to,leeward,so
leeward,so,once
so,once,more
once,more,the
more,the,sail
the,sail,was
sail,was,shortened
was,shortened,and
shortened,and,everything
and,everything,passed
everything,passed,nearly
passed,nearly,as
nearly,as,on
as,on,the
on,the,previous
the,previous,night
previous,night,only
night,only,the
only,the,sound
the,sound,of
sound,of,hammers
of,hammers,and
hammers,and,the
and,the,hum
the,hum,of
hum,of,the
of,the,grindstone
the,grindstone,was
grindstone,was,heard
was,heard,till
heard,till,nearly
till,nearly,daylight
nearly,daylight,as
daylight,as,the
as,the,men
the,men,toiled
men,toiled,by
toiled,by,lanterns
by,lanterns,in
lanterns,in,the
in,the,complete
the,complete,and
complete,and,careful
and,careful,rigging
careful,rigging,of
rigging,of,the
of,the,spare
the,spare,boats
spare,boats,and
boats,and,sharpening
and,sharpening,their
sharpening,their,fresh
their,fresh,weapons
fresh,weapons,for
weapons,for,the
for,the,morrow
the,morrow,meantime
morrow,meantime,of
meantime,of,the
of,the,broken
the,broken,keel
broken,keel,of
keel,of,ahab
of,ahab,s
ahab,s,wrecked
s,wrecked,craft
wrecked,craft,the
craft,the,carpenter
the,carpenter,made
carpenter,made,him
made,him,another
him,another,leg
another,leg,while
leg,while,still
while,still,as
still,as,on
as,on,the
on,the,night
the,night,before
night,before,slouched
before,slouched,ahab
slouched,ahab,stood
ahab,stood,fixed
stood,fixed,within
fixed,within,his
within,his,scuttle
his,scuttle,his
scuttle,his,hid
his,hid,heliotrope
hid,heliotrope,glance
heliotrope,glance,anticipatingly
glance,anticipatingly,gone
anticipatingly,gone,backward
gone,backward,on
backward,on,its
on,its,dial
its,dial,sat
dial,sat,due
sat,due,eastward
due,eastward,for
eastward,for,the
for,the,earliest
the,earliest,sun
earliest,sun,chapter
sun,chapter,the
chapter,the,chase
the,chase,third
chase,third,day
third,day,the
day,the,morning
the,morning,of
morning,of,the
of,the,third
the,third,day
third,day,dawned
day,dawned,fair
dawned,fair,and
fair,and,fresh
and,fresh,and
fresh,and,once
and,once,more
once,more,the
more,the,solitary
the,solitary,night
solitary,night,man
night,man,at
man,at,the
at,the,fore
the,fore,mast
fore,mast,head
mast,head,was
head,was,relieved
was,relieved,by
relieved,by,crowds
by,crowds,of
crowds,of,the
of,the,daylight
the,daylight,look
daylight,look,outs
look,outs,who
outs,who,dotted
who,dotted,every
dotted,every,mast
every,mast,and
mast,and,almost
and,almost,every
almost,every,spar
every,spar,d
spar,d,ye
d,ye,see
ye,see,him
see,him,cried
him,cried,ahab
cried,ahab,but
ahab,but,the
but,the,whale
the,whale,was
whale,was,not
was,not,yet
not,yet,in
yet,in,sight
in,sight,in
sight,in,his
in,his,infallible
his,infallible,wake
infallible,wake,though
wake,though,but
though,but,follow
but,follow,that
follow,that,wake
that,wake,that
wake,that,s
that,s,all
s,all,helm
all,helm,there
helm,there,steady
there,steady,as
steady,as,thou
as,thou,goest
thou,goest,and
goest,and,hast
and,hast,been
hast,been,going
been,going,what
going,what,a
what,a,lovely
a,lovely,day
lovely,day,again
day,again,were
again,were,it
were,it,a
it,a,new
a,new,made
new,made,world
made,world,and
world,and,made
and,made,for
made,for,a
for,a,summer
a,summer,house
summer,house,to
house,to,the
to,the,angels
the,angels,and
angels,and,this
and,this,morning
this,morning,the
morning,the,first
the,first,of
first,of,its
of,its,throwing
its,throwing,open
throwing,open,to
open,to,them
to,them,a
them,a,fairer
a,fairer,day
fairer,day,could
day,could,not
could,not,dawn
not,dawn,upon
dawn,upon,that
upon,that,world
that,world,here
world,here,s
here,s,food
s,food,for
food,for,thought
for,thought,had
thought,had,ahab
had,ahab,time
ahab,time,to
time,to,think
to,think,but
think,but,ahab
but,ahab,never
ahab,never,thinks
never,thinks,he
thinks,he,only
he,only,feels
only,feels,feels
feels,feels,feels
feels,feels,that
feels,that,s
that,s,tingling
s,tingling,enough
tingling,enough,for
enough,for,mortal
for,mortal,man
mortal,man,to
man,to,think
to,think,s
think,s,audacity
s,audacity,god
audacity,god,only
god,only,has
only,has,that
has,that,right
that,right,and
right,and,privilege
and,privilege,thinking
privilege,thinking,is
thinking,is,or
is,or,ought
or,ought,to
ought,to,be
to,be,a
be,a,coolness
a,coolness,and
coolness,and,a
and,a,calmness
a,calmness,and
calmness,and,our
and,our,poor
our,poor,hearts
poor,hearts,throb
hearts,throb,and
throb,and,our
and,our,poor
our,poor,brains
poor,brains,beat
brains,beat,too
beat,too,much
too,much,for
much,for,that
for,that,and
that,and,yet
and,yet,i
yet,i,ve
i,ve,sometimes
ve,sometimes,thought
sometimes,thought,my
thought,my,brain
my,brain,was
brain,was,very
was,very,calm
very,calm,frozen
calm,frozen,calm
frozen,calm,this
calm,this,old
this,old,skull
old,skull,cracks
skull,cracks,so
cracks,so,like
so,like,a
like,a,glass
a,glass,in
glass,in,which
in,which,the
which,the,contents
the,contents,turned
contents,turned,to
turned,to,ice
to,ice,and
ice,and,shiver
and,shiver,it
shiver,it,and
it,and,still
and,still,this
still,this,hair
this,hair,is
hair,is,growing
is,growing,now
growing,now,this
now,this,moment
this,moment,growing
moment,growing,and
growing,and,heat
and,heat,must
heat,must,breed
must,breed,it
breed,it,but
it,but,no
but,no,it
no,it,s
it,s,like
s,like,that
like,that,sort
that,sort,of
sort,of,common
of,common,grass
common,grass,that
grass,that,will
that,will,grow
will,grow,anywhere
grow,anywhere,between
anywhere,between,the
between,the,earthy
the,earthy,clefts
earthy,clefts,of
clefts,of,greenland
of,greenland,ice
greenland,ice,or
ice,or,in
or,in,vesuvius
in,vesuvius,lava
vesuvius,lava,how
lava,how,the
how,the,wild
the,wild,winds
wild,winds,blow
winds,blow,it
blow,it,they
it,they,whip
they,whip,it
whip,it,about
it,about,me
about,me,as
me,as,the
as,the,torn
the,torn,shreds
torn,shreds,of
shreds,of,split
of,split,sails
split,sails,lash
sails,lash,the
lash,the,tossed
the,tossed,ship
tossed,ship,they
ship,they,cling
they,cling,to
cling,to,a
to,a,vile
a,vile,wind
vile,wind,that
wind,that,has
that,has,no
has,no,doubt
no,doubt,blown
doubt,blown,ere
blown,ere,this
ere,this,through
this,through,prison
through,prison,corridors
prison,corridors,and
corridors,and,cells
and,cells,and
cells,and,wards
and,wards,of
wards,of,hospitals
of,hospitals,and
hospitals,and,ventilated
and,ventilated,them
ventilated,them,and
them,and,now
and,now,comes
now,comes,blowing
comes,blowing,hither
blowing,hither,as
hither,as,innocent
as,innocent,as
innocent,as,fleeces
as,fleeces,out
fleeces,out,upon
out,upon,it
upon,it,it
it,it,s
it,s,tainted
s,tainted,were
tainted,were,i
were,i,the
i,the,wind
the,wind,i
wind,i,d
i,d,blow
d,blow,no
blow,no,more
no,more,on
more,on,such
on,such,a
such,a,wicked
a,wicked,miserable
wicked,miserable,world
miserable,world,i
world,i,d
i,d,crawl
d,crawl,somewhere
crawl,somewhere,to
somewhere,to,a
to,a,cave
a,cave,and
cave,and,slink
and,slink,there
slink,there,and
there,and,yet
and,yet,tis
yet,tis,a
tis,a,noble
a,noble,and
noble,and,heroic
and,heroic,thing
heroic,thing,the
thing,the,wind
the,wind,who
wind,who,ever
who,ever,conquered
ever,conquered,it
conquered,it,in
it,in,every
in,every,fight
every,fight,it
fight,it,has
it,has,the
has,the,last
the,last,and
last,and,bitterest
and,bitterest,blow
bitterest,blow,run
blow,run,tilting
run,tilting,at
tilting,at,it
at,it,and
it,and,you
and,you,but
you,but,run
but,run,through
run,through,it
through,it,ha
it,ha,a
ha,a,coward
a,coward,wind
coward,wind,that
wind,that,strikes
that,strikes,stark
strikes,stark,naked
stark,naked,men
naked,men,but
men,but,will
but,will,not
will,not,stand
not,stand,to
stand,to,receive
to,receive,a
receive,a,single
a,single,blow
single,blow,even
blow,even,ahab
even,ahab,is
ahab,is,a
is,a,braver
a,braver,thing
braver,thing,a
thing,a,nobler
a,nobler,thing
nobler,thing,than
thing,than,that
than,that,would
that,would,now
would,now,the
now,the,wind
the,wind,but
wind,but,had
but,had,a
had,a,body
a,body,but
body,but,all
but,all,the
all,the,things
the,things,that
things,that,most
that,most,exasperate
most,exasperate,and
exasperate,and,outrage
and,outrage,mortal
outrage,mortal,man
mortal,man,all
man,all,these
all,these,things
these,things,are
things,are,bodiless
are,bodiless,but
bodiless,but,only
but,only,bodiless
only,bodiless,as
bodiless,as,objects
as,objects,not
objects,not,as
not,as,agents
as,agents,there
agents,there,s
there,s,a
s,a,most
a,most,special
most,special,a
special,a,most
a,most,cunning
most,cunning,oh
cunning,oh,a
oh,a,most
a,most,malicious
most,malicious,difference
malicious,difference,and
difference,and,yet
and,yet,i
yet,i,say
i,say,again
say,again,and
again,and,swear
and,swear,it
swear,it,now
it,now,that
now,that,there
that,there,s
there,s,something
s,something,all
something,all,glorious
all,glorious,and
glorious,and,gracious
and,gracious,in
gracious,in,the
in,the,wind
the,wind,these
wind,these,warm
these,warm,trade
warm,trade,winds
trade,winds,at
winds,at,least
at,least,that
least,that,in
that,in,the
in,the,clear
the,clear,heavens
clear,heavens,blow
heavens,blow,straight
blow,straight,on
straight,on,in
on,in,strong
in,strong,and
strong,and,steadfast
and,steadfast,vigorous
steadfast,vigorous,mildness
vigorous,mildness,and
mildness,and,veer
and,veer,not
veer,not,from
not,from,their
from,their,mark
their,mark,however
mark,however,the
however,the,baser
the,baser,currents
baser,currents,of
currents,of,the
of,the,sea
the,sea,may
sea,may,turn
may,turn,and
turn,and,tack
and,tack,and
tack,and,mightiest
and,mightiest,mississippies
mightiest,mississippies,of
mississippies,of,the
of,the,land
the,land,swift
land,swift,and
swift,and,swerve
and,swerve,about
swerve,about,uncertain
about,uncertain,where
uncertain,where,to
where,to,go
to,go,at
go,at,last
at,last,and
last,and,by
and,by,the
by,the,eternal
the,eternal,poles
eternal,poles,these
poles,these,same
these,same,trades
same,trades,that
trades,that,so
that,so,directly
so,directly,blow
directly,blow,my
blow,my,good
my,good,ship
good,ship,on
ship,on,these
on,these,trades
these,trades,or
trades,or,something
or,something,like
something,like,them
like,them,something
them,something,so
something,so,unchangeable
so,unchangeable,and
unchangeable,and,full
and,full,as
full,as,strong
as,strong,blow
strong,blow,my
blow,my,keeled
my,keeled,soul
keeled,soul,along
soul,along,to
along,to,it
to,it,aloft
it,aloft,there
aloft,there,what
there,what,d
what,d,ye
d,ye,see
ye,see,nothing
see,nothing,sir
nothing,sir,nothing
sir,nothing,and
nothing,and,noon
and,noon,at
noon,at,hand
at,hand,the
hand,the,doubloon
the,doubloon,goes
doubloon,goes,a
goes,a,begging
a,begging,see
begging,see,the
see,the,sun
the,sun,aye
sun,aye,aye
aye,aye,it
aye,it,must
it,must,be
must,be,so
be,so,i
so,i,ve
i,ve,oversailed
ve,oversailed,him
oversailed,him,how
him,how,got
how,got,the
got,the,start
the,start,aye
